Column1;user_id;user_registration_dt;platform;region_cluster;gender;age;push_enabled_flag;fav_category_1;fav_category_2;fav_category_3;last_purchase_dt;frequency_orders;monetary_sum;avg_order_value;recency_days;app_version;device_price_bucket;email_subscribed_flag;dark_theme_flag
566;9000567;25.10.2022;Web;Сибирь;male;39;1;Детские товары;Товары для животных;Спорт;25.10.2025;2;4372.7;2186.35;187;7.2;low;1;0
567;9000568;07.05.2025;Android;Центр;female;24;1;Детские товары;Красота;Дом;21.01.2026;1;2284.92;2284.92;99;7.1;mid;0;0
568;9000569;31.03.2023;Web;Центр;male;21;1;Красота;Одежда;Красота;;0;0.0;0.0;999;7.3;mid;1;0
569;9000570;20.07.2024;Web;Москва и МО;female;40;1;Одежда;Канцелярия;Детские товары;07.12.2024;1;2120.1;2120.1;509;8.1;low;0;1
570;9000571;07.06.2025;iOS;Юг;female;35;1;Одежда;Электроника;Дом;11.07.2025;1;362.4;362.4;293;7.2;unknown;1;0
571;9000572;26.07.2024;iOS;Москва и МО;unknown;25;0;Детские товары;Электроника;Обувь;16.01.2026;1;652.49;652.49;104;8.1;high;1;0
572;9000573;01.02.2023;iOS;Санкт-Петербург;female;24;1;Аксессуары;Одежда;Дом;22.09.2025;1;316.54;316.54;220;7.1;low;0;1
573;9000574;10.06.2023;iOS;Санкт-Петербург;female;16;1;Дом;Красота;Электроника;;0;0.0;0.0;999;7.4;mid;1;0
574;9000575;16.01.2026;Android;Сибирь;female;53;0;Товары для животных;Обувь;Детские товары;;0;0.0;0.0;999;7.4;mid;1;1
575;9000576;16.08.2024;Android;Юг;female;30;1;Дом;Обувь;Красота;08.04.2026;2;7873.66;3936.83;22;8.0;mid;0;0
576;9000577;11.05.2024;Android;Москва и МО;male;16;1;Одежда;Обувь;Одежда;07.03.2025;3;2276.54;758.8466666666667;419;7.3;low;0;0
577;9000578;21.02.2025;Android;Санкт-Петербург;male;28;1;Спорт;Красота;Одежда;30.07.2025;1;386.4;386.4;274;7.4;mid;1;0
578;9000579;05.03.2026;iOS;Центр;female;39;0;Одежда;Детские товары;Электроника;;0;0.0;0.0;999;8.0;high;1;1
579;9000580;10.07.2025;Android;Сибирь;female;38;0;Дом;Красота;Одежда;;0;0.0;0.0;999;8.1;low;1;0
580;9000581;06.03.2026;iOS;Поволжье;male;37;1;Спорт;Дом;Детские товары;28.03.2026;2;5890.6;2945.3;33;7.3;mid;1;1
581;9000582;03.10.2024;iOS;Юг;male;38;1;Электроника;Одежда;Красота;05.07.2025;1;601.37;601.37;299;8.0;unknown;0;0
582;9000583;20.09.2024;Web;Центр;female;42;1;Обувь;Одежда;Канцелярия;31.10.2025;1;544.36;544.36;181;8.0;mid;1;1
583;9000584;28.11.2024;iOS;Поволжье;female;24;1;Электроника;Обувь;Канцелярия;07.03.2026;3;1412.63;470.8766666666667;54;7.3;mid;0;0
584;9000585;11.01.2025;iOS;Москва и МО;male;46;0;Дом;Красота;Одежда;22.11.2025;1;567.49;567.49;159;7.3;low;0;0
585;9000586;21.09.2024;Android;Урал;female;35;1;Электроника;Дом;Одежда;21.04.2026;5;6162.87;1232.574;9;7.1;low;1;0
586;9000587;29.04.2025;Android;Юг;male;24;0;Одежда;Спорт;Дом;02.03.2026;2;2931.84;1465.92;59;8.1;mid;1;1
587;9000588;31.12.2022;Android;Санкт-Петербург;female;29;1;Одежда;Красота;Спорт;;0;0.0;0.0;999;8.0;high;1;0
588;9000589;28.04.2025;Android;Москва и МО;male;23;1;Аксессуары;Одежда;Спорт;09.04.2026;2;2932.75;1466.375;21;8.1;mid;1;0
589;9000590;25.02.2026;iOS;Москва и МО;female;34;0;Аксессуары;Товары для животных;Электроника;;0;0.0;0.0;999;7.3;high;1;0
590;9000591;20.07.2025;Android;Москва и МО;male;32;0;Электроника;Спорт;Одежда;25.11.2025;2;860.25;430.125;156;8.0;mid;0;0
591;9000592;26.06.2025;Android;Москва и МО;female;29;0;Обувь;Детские товары;Аксессуары;;0;0.0;0.0;999;7.2;low;1;0
592;9000593;12.08.2024;Android;Поволжье;female;48;1;Дом;Канцелярия;Обувь;23.01.2026;3;7282.66;2427.5533333333333;97;8.1;low;1;1
593;9000594;27.03.2024;iOS;Поволжье;male;33;1;Спорт;Дом;Аксессуары;17.11.2024;1;658.59;658.59;529;8.0;mid;1;0
594;9000595;29.03.2025;iOS;Центр;female;25;1;Красота;Обувь;Красота;13.04.2025;1;2403.96;2403.96;382;8.1;high;0;1
595;9000596;08.09.2025;Web;Поволжье;female;26;1;Красота;Одежда;Детские товары;29.03.2026;1;949.09;949.09;32;7.1;mid;1;0
596;9000597;01.12.2025;Android;Москва и МО;female;38;1;Товары для животных;Детские товары;Одежда;;0;0.0;0.0;999;7.4;high;1;0
597;9000598;15.05.2024;iOS;Юг;female;27;0;Обувь;Одежда;Аксессуары;18.10.2025;5;14674.86;2934.972;194;8.0;mid;1;1
598;9000599;20.06.2023;Android;Сибирь;female;23;0;Одежда;Канцелярия;Детские товары;14.01.2026;2;962.77;481.385;106;8.1;low;0;0
599;9000600;18.04.2026;iOS;Центр;female;29;0;Канцелярия;Одежда;Обувь;;0;0.0;0.0;999;7.4;mid;1;1
600;9000601;15.06.2023;Android;Урал;male;27;1;Обувь;Дом;Электроника;04.07.2025;1;1211.28;1211.28;300;7.3;low;1;0
601;9000602;03.02.2024;Android;Москва и МО;female;45;1;Одежда;Одежда;Канцелярия;20.03.2026;1;3443.18;3443.18;41;7.3;unknown;0;1
602;9000603;27.04.2024;iOS;Москва и МО;female;24;1;Обувь;Красота;Одежда;27.10.2025;1;1037.5;1037.5;185;7.4;high;1;1
603;9000604;20.08.2024;Android;Санкт-Петербург;male;36;0;Дом;Красота;Детские товары;03.11.2024;1;401.05;401.05;543;8.0;high;1;0
604;9000605;26.11.2023;Android;Урал;male;44;1;Детские товары;Обувь;Спорт;;0;0.0;0.0;999;7.3;high;1;0
605;9000606;08.10.2023;iOS;Санкт-Петербург;male;46;0;Одежда;Аксессуары;Обувь;30.09.2025;1;3368.9;3368.9;212;8.0;unknown;1;1
606;9000607;12.12.2025;Android;Дальний Восток;female;27;1;Красота;Спорт;Дом;;0;0.0;0.0;999;8.0;mid;1;0
607;9000608;23.07.2025;iOS;Юг;male;44;1;Одежда;Спорт;Дом;15.03.2026;1;2600.1;2600.1;46;7.2;high;0;0
608;9000609;08.09.2024;iOS;Москва и МО;female;20;1;Электроника;Красота;Дом;04.03.2026;4;4807.07;1201.7675;57;7.4;mid;1;0
609;9000610;19.08.2023;iOS;Поволжье;unknown;59;1;Красота;Канцелярия;Дом;13.04.2026;3;2338.36;779.4533333333334;17;8.0;mid;1;1
610;9000611;26.04.2024;iOS;Центр;male;29;1;Красота;Детские товары;Одежда;;0;0.0;0.0;999;7.3;high;0;1
611;9000612;11.11.2025;Android;Москва и МО;male;45;1;Одежда;Красота;Красота;;0;0.0;0.0;999;7.4;high;1;0
612;9000613;07.04.2023;Web;Москва и МО;female;30;1;Электроника;Спорт;Дом;26.03.2026;2;6442.62;3221.31;35;7.4;mid;1;0
613;9000614;18.01.2023;Android;Москва и МО;female;23;1;Одежда;Красота;Дом;01.06.2025;1;1193.8;1193.8;333;7.4;low;1;1
614;9000615;23.11.2024;iOS;Урал;unknown;31;1;Одежда;Аксессуары;Дом;;0;0.0;0.0;999;7.2;low;0;0
615;9000616;04.12.2023;Android;Москва и МО;female;16;1;Одежда;Канцелярия;Дом;23.02.2026;4;1857.44;464.36;66;7.1;unknown;0;0
616;9000617;04.01.2024;iOS;Урал;male;34;1;Дом;Товары для животных;Дом;13.10.2025;2;2198.66;1099.33;199;7.2;high;1;1
617;9000618;20.11.2024;iOS;Поволжье;male;19;0;Аксессуары;Красота;Обувь;21.10.2025;2;2310.26;1155.13;191;8.0;high;0;0
618;9000619;10.03.2024;Android;Санкт-Петербург;female;36;1;Электроника;Одежда;Товары для животных;10.02.2026;5;12140.56;2428.112;79;8.1;unknown;1;0
619;9000620;31.05.2023;iOS;Москва и МО;male;28;1;Электроника;Канцелярия;Детские товары;31.07.2025;3;13893.64;4631.213333333333;273;7.3;mid;0;1
620;9000621;30.05.2023;Android;Центр;unknown;43;1;Электроника;Детские товары;Дом;07.08.2025;2;8707.37;4353.685;266;8.0;low;1;0
621;9000622;08.06.2025;iOS;Урал;female;37;1;Одежда;Красота;Электроника;26.10.2025;2;1426.0;713.0;186;7.4;mid;0;0
622;9000623;16.02.2026;Android;Урал;male;30;1;Красота;Красота;Спорт;;0;0.0;0.0;999;8.0;high;0;1
623;9000624;23.11.2023;iOS;Москва и МО;female;31;0;Обувь;Детские товары;Дом;11.04.2025;1;2365.26;2365.26;384;8.0;mid;0;0
624;9000625;17.07.2025;Android;Урал;male;43;0;Электроника;Обувь;Спорт;;0;0.0;0.0;999;7.2;mid;1;1
625;9000626;03.03.2023;Android;Юг;female;32;1;Одежда;Детские товары;Спорт;27.02.2026;1;1038.45;1038.45;62;7.3;mid;0;1
626;9000627;21.11.2023;Android;Поволжье;female;26;1;Аксессуары;Дом;Дом;17.04.2025;2;4316.9;2158.45;378;8.0;high;1;1
627;9000628;02.04.2026;Android;Урал;female;28;0;Одежда;Красота;Дом;;0;0.0;0.0;999;8.0;unknown;0;0
628;9000629;14.06.2025;Android;Москва и МО;female;44;1;Красота;Одежда;Дом;08.03.2026;1;2904.72;2904.72;53;8.0;low;1;1
629;9000630;14.06.2023;iOS;Урал;male;33;1;Красота;Аксессуары;Одежда;06.07.2025;1;1860.0;1860.0;298;7.4;mid;1;1
630;9000631;05.03.2026;iOS;Санкт-Петербург;female;25;0;Аксессуары;Дом;Красота;;0;0.0;0.0;999;7.3;mid;0;0
631;9000632;15.10.2022;iOS;Юг;female;57;1;Красота;Дом;Обувь;11.03.2026;2;1285.28;642.64;50;8.0;mid;1;1
632;9000633;13.05.2025;Web;Центр;female;38;0;Спорт;Обувь;Красота;27.02.2026;1;1316.16;1316.16;62;7.3;low;0;0
633;9000634;27.10.2023;iOS;Москва и МО;male;55;1;Товары для животных;Одежда;Одежда;18.07.2025;1;132.72;132.72;286;7.3;mid;1;0
634;9000635;10.05.2024;iOS;Москва и МО;female;31;1;Одежда;Аксессуары;Обувь;;0;0.0;0.0;999;8.0;mid;1;1
635;9000636;05.03.2024;Android;Центр;female;23;1;Товары для животных;Красота;Детские товары;28.04.2026;3;996.15;332.05;2;7.3;low;1;0
636;9000637;06.06.2023;Android;Москва и МО;female;36;1;Красота;Обувь;Обувь;15.02.2026;3;2691.67;897.2233333333334;74;7.4;mid;1;0
637;9000638;05.06.2025;Android;Москва и МО;male;32;1;Электроника;Дом;Одежда;;0;0.0;0.0;999;8.0;mid;1;0
638;9000639;29.05.2024;Android;Сибирь;unknown;34;1;Дом;Детские товары;Красота;17.04.2026;4;3667.81;916.9525;13;7.1;low;1;0
639;9000640;18.10.2022;Android;Центр;female;32;1;Красота;Одежда;Канцелярия;03.08.2025;2;1516.63;758.315;270;7.1;low;1;0
640;9000641;31.10.2023;Android;Поволжье;unknown;19;1;Электроника;Красота;Детские товары;15.01.2025;4;5960.99;1490.2475;470;7.4;mid;1;1
641;9000642;06.08.2024;iOS;Москва и МО;male;51;0;Красота;Одежда;Красота;10.02.2026;2;1346.44;673.22;79;7.4;mid;1;0
642;9000643;02.08.2023;iOS;Москва и МО;female;23;1;Детские товары;Красота;Товары для животных;30.10.2025;1;348.66;348.66;182;7.2;low;0;0
643;9000644;23.04.2026;Android;Санкт-Петербург;female;41;1;Одежда;Обувь;Канцелярия;;0;0.0;0.0;999;7.1;high;1;0
644;9000645;05.08.2025;Android;Сибирь;male;39;1;Одежда;Канцелярия;Спорт;12.01.2026;1;5245.6;5245.6;108;7.4;low;1;0
645;9000646;04.02.2024;iOS;Урал;female;19;1;Одежда;Детские товары;Красота;;0;0.0;0.0;999;7.4;low;1;1
646;9000647;04.03.2023;Android;Центр;female;50;1;Обувь;Красота;Дом;15.01.2025;1;815.32;815.32;470;7.4;low;1;0
647;9000648;04.08.2023;Android;Санкт-Петербург;female;41;1;Детские товары;Электроника;Обувь;28.07.2025;2;5233.54;2616.77;276;7.3;mid;1;1
648;9000649;23.02.2024;Android;Москва и МО;male;27;0;Красота;Обувь;Дом;17.05.2025;3;1182.28;394.0933333333333;348;7.3;high;0;0
649;9000650;24.10.2024;Android;Поволжье;female;53;1;Электроника;Спорт;Красота;12.05.2025;1;736.8;736.8;353;8.0;low;0;0
650;9000651;10.12.2022;Android;Центр;male;31;1;Обувь;Детские товары;Дом;10.03.2025;1;3714.96;3714.96;416;7.2;mid;1;1
651;9000652;19.01.2024;Android;Москва и МО;female;20;1;Электроника;Одежда;Дом;16.08.2025;1;1483.3;1483.3;257;8.0;high;1;0
652;9000653;01.09.2025;iOS;Дальний Восток;female;41;0;Товары для животных;Дом;Электроника;07.03.2026;1;1548.6;1548.6;54;8.1;mid;1;0
653;9000654;16.11.2024;Android;Центр;male;18;1;Обувь;Электроника;Одежда;09.04.2026;2;3982.1;1991.05;21;7.3;high;1;1
654;9000655;19.09.2023;Android;Центр;female;28;1;Красота;Обувь;Товары для животных;14.01.2026;2;4635.41;2317.705;106;7.4;low;1;0
655;9000656;26.12.2022;iOS;Центр;female;23;1;Красота;Одежда;Одежда;14.11.2024;2;1669.58;834.79;532;8.1;high;0;0
656;9000657;28.01.2023;Android;Поволжье;female;41;1;Аксессуары;Дом;Одежда;05.05.2025;3;5118.799999999999;1706.2666666666664;360;8.0;high;0;0
657;9000658;21.03.2025;iOS;Поволжье;male;16;1;Электроника;Одежда;Одежда;21.04.2026;2;3191.8199999999997;1595.91;9;8.0;mid;1;0
658;9000659;01.09.2025;iOS;Санкт-Петербург;male;23;1;Одежда;Электроника;Товары для животных;09.03.2026;1;391.02;391.02;52;7.4;low;1;1
659;9000660;25.09.2022;iOS;Москва и МО;female;42;1;Одежда;Обувь;Канцелярия;02.10.2025;3;8105.45;2701.8166666666666;210;8.0;low;1;0
660;9000661;06.09.2024;Android;Поволжье;male;28;1;Красота;Аксессуары;Детские товары;03.04.2026;6;11264.09;1877.3483333333336;27;7.4;low;1;0
661;9000662;10.06.2024;iOS;Центр;female;53;1;Красота;Одежда;Обувь;30.03.2026;3;13366.86;4455.62;31;8.0;low;0;1
662;9000663;20.09.2023;Android;Сибирь;male;26;1;Дом;Красота;Канцелярия;;0;0.0;0.0;999;7.2;high;0;1
663;9000664;08.05.2024;iOS;Поволжье;male;39;1;Одежда;Дом;Электроника;04.02.2025;2;3569.11;1784.555;450;7.2;mid;0;1
664;9000665;01.07.2023;iOS;Поволжье;female;43;1;Обувь;Канцелярия;Красота;07.04.2026;3;4359.34;1453.1133333333337;23;7.3;high;1;0
665;9000666;14.09.2024;iOS;Центр;female;27;1;Обувь;Красота;Одежда;05.07.2025;1;2326.24;2326.24;299;7.1;low;0;1
666;9000667;30.07.2023;Web;Москва и МО;female;24;1;Одежда;Обувь;Детские товары;21.12.2024;1;6287.4;6287.4;495;8.0;high;1;1
667;9000668;08.02.2023;Android;Центр;male;30;0;Дом;Красота;Обувь;;0;0.0;0.0;999;8.0;high;0;1
668;9000669;21.08.2023;Android;Москва и МО;female;26;1;Красота;Детские товары;Одежда;10.12.2025;4;9440.86;2360.215;141;8.1;low;1;0
669;9000670;05.11.2024;Android;Сибирь;male;44;1;Одежда;Аксессуары;Электроника;02.09.2025;1;1903.22;1903.22;240;7.3;high;1;1
670;9000671;07.03.2023;Android;Москва и МО;male;28;0;Дом;Одежда;Товары для животных;16.12.2025;3;2987.69;995.8966666666666;135;8.0;mid;0;1
671;9000672;04.06.2023;iOS;Москва и МО;female;38;1;Канцелярия;Аксессуары;Красота;10.10.2025;4;1006.66;251.665;202;8.0;low;1;0
672;9000673;11.04.2024;Android;Юг;female;24;1;Электроника;Обувь;Дом;12.01.2026;3;5835.74;1945.246666666667;108;7.1;high;1;0
673;9000674;04.02.2024;Android;Поволжье;female;31;0;Детские товары;Одежда;Электроника;26.12.2025;3;8402.85;2800.9500000000003;125;7.2;high;0;0
674;9000675;06.06.2023;Web;Поволжье;female;40;0;Товары для животных;Красота;Одежда;03.05.2025;1;697.68;697.68;362;7.3;mid;0;0
675;9000676;03.07.2024;Android;Урал;male;41;0;Красота;Спорт;Детские товары;26.04.2026;2;1188.35;594.175;4;8.0;low;0;0
676;9000677;15.07.2024;iOS;Юг;male;50;0;Дом;Одежда;Электроника;14.03.2026;2;2333.01;1166.505;47;7.4;high;1;1
677;9000678;20.05.2023;iOS;Центр;female;33;1;Красота;Обувь;Спорт;19.04.2025;1;1445.51;1445.51;376;8.0;low;0;0
678;9000679;09.02.2026;Android;Сибирь;female;32;1;Красота;Одежда;Одежда;;0;0.0;0.0;999;7.2;low;1;0
679;9000680;13.07.2023;iOS;Урал;male;25;1;Товары для животных;Одежда;Красота;;0;0.0;0.0;999;7.3;mid;1;0
680;9000681;18.05.2025;Android;Дальний Восток;male;21;1;Обувь;Одежда;Товары для животных;30.06.2025;1;2723.1;2723.1;304;7.1;mid;1;1
681;9000682;22.03.2025;Android;Центр;unknown;28;1;Дом;Товары для животных;Детские товары;;0;0.0;0.0;999;8.1;mid;1;0
682;9000683;06.05.2023;Web;Дальний Восток;female;43;1;Красота;Товары для животных;Дом;06.04.2026;1;381.24;381.24;24;7.3;mid;1;1
683;9000684;07.09.2025;iOS;Санкт-Петербург;male;31;1;Канцелярия;Детские товары;Дом;27.11.2025;1;602.24;602.24;154;7.4;mid;1;0
684;9000685;10.06.2025;Web;Москва и МО;unknown;21;1;Одежда;Детские товары;Одежда;;0;0.0;0.0;999;7.2;mid;1;0
685;9000686;22.12.2025;Android;Поволжье;female;36;1;Электроника;Дом;Красота;;0;0.0;0.0;999;7.3;mid;0;1
686;9000687;25.05.2025;Android;Поволжье;female;28;1;Канцелярия;Дом;Красота;23.06.2025;1;777.0;777.0;311;8.0;mid;0;0
687;9000688;09.12.2022;iOS;Юг;female;44;0;Канцелярия;Аксессуары;Товары для животных;15.09.2025;2;4867.280000000001;2433.6400000000003;227;7.4;mid;0;0
688;9000689;01.11.2023;Android;Москва и МО;male;50;1;Канцелярия;Электроника;Товары для животных;10.04.2026;2;1769.89;884.945;20;7.4;mid;1;1
689;9000690;04.02.2023;Android;Центр;female;29;0;Дом;Товары для животных;Дом;29.04.2026;2;1994.63;997.315;1;8.0;unknown;1;0
690;9000691;10.07.2025;iOS;Урал;male;16;0;Товары для животных;Детские товары;Спорт;01.05.2026;2;875.62;437.81;-1;8.1;mid;1;0
691;9000692;10.06.2025;Web;Сибирь;female;45;1;Красота;Одежда;Дом;;0;0.0;0.0;999;7.1;unknown;0;0
692;9000693;18.07.2024;iOS;Сибирь;male;28;1;Канцелярия;Дом;Красота;14.04.2026;5;4814.25;962.85;16;7.3;mid;0;0
693;9000694;01.10.2025;Android;Санкт-Петербург;male;26;0;Детские товары;Аксессуары;Аксессуары;04.04.2026;2;4310.06;2155.03;26;8.1;high;1;0
694;9000695;16.08.2025;iOS;Урал;male;38;1;Красота;Спорт;Обувь;;0;0.0;0.0;999;8.0;mid;1;0
695;9000696;21.02.2026;iOS;Центр;female;31;0;Красота;Обувь;Спорт;;0;0.0;0.0;999;8.0;mid;0;0
696;9000697;07.01.2025;iOS;Центр;female;25;1;Детские товары;Электроника;Одежда;22.02.2026;2;2837.48;1418.74;67;8.1;unknown;0;1
697;9000698;06.12.2023;iOS;Санкт-Петербург;male;36;1;Одежда;Дом;Обувь;02.10.2025;2;4966.24;2483.12;210;7.1;low;1;0
698;9000699;01.07.2025;iOS;Москва и МО;female;24;1;Электроника;Дом;Обувь;03.03.2026;1;5380.2;5380.2;58;7.2;low;0;0
699;9000700;02.07.2024;Android;Юг;female;16;0;Спорт;Дом;Одежда;08.04.2026;2;5911.42;2955.71;22;7.1;high;1;0
700;9000701;12.03.2023;Android;Центр;male;34;1;Детские товары;Дом;Товары для животных;22.01.2025;3;6836.1;2278.7000000000003;463;7.3;high;1;1
701;9000702;22.04.2025;Android;Поволжье;male;43;1;Одежда;Красота;Аксессуары;16.10.2025;1;372.4;372.4;196;7.1;low;1;0
702;9000703;15.11.2023;iOS;Москва и МО;female;26;0;Красота;Электроника;Обувь;25.04.2025;2;5040.2;2520.1;370;7.2;low;1;0
703;9000704;19.11.2025;iOS;Урал;female;30;1;Товары для животных;Красота;Обувь;;0;0.0;0.0;999;7.1;mid;1;0
704;9000705;30.10.2024;Android;Юг;female;35;1;Детские товары;Одежда;Дом;05.09.2025;1;649.8;649.8;237;7.4;low;0;0
705;9000706;09.02.2023;Android;Сибирь;female;16;1;Детские товары;Детские товары;Красота;16.03.2026;4;7548.19;1887.0475;45;7.4;mid;1;1
706;9000707;10.12.2024;Android;Центр;female;37;1;Одежда;Товары для животных;Красота;;0;0.0;0.0;999;7.4;low;1;1
707;9000708;19.03.2024;iOS;Поволжье;male;34;1;Товары для животных;Одежда;Аксессуары;01.05.2026;2;944.25;472.125;-1;7.3;high;1;1
708;9000709;11.10.2025;Web;Юг;male;23;1;Спорт;Аксессуары;Дом;03.02.2026;2;4416.8;2208.4;86;7.3;mid;1;1
709;9000710;25.12.2024;Android;Поволжье;male;29;1;Спорт;Товары для животных;Дом;14.02.2026;1;414.63;414.63;75;8.0;high;0;1
710;9000711;11.09.2025;Web;Москва и МО;female;28;1;Детские товары;Аксессуары;Детские товары;08.01.2026;1;351.2;351.2;112;7.2;mid;1;0
711;9000712;25.09.2022;iOS;Урал;male;53;1;Одежда;Канцелярия;Электроника;15.12.2024;1;367.2;367.2;501;8.0;mid;0;0
712;9000713;28.09.2024;Android;Центр;male;47;1;Товары для животных;Красота;Красота;11.09.2025;3;2963.91;987.97;231;8.0;unknown;1;0
713;9000714;11.09.2025;Android;Санкт-Петербург;female;27;1;Спорт;Товары для животных;Красота;19.12.2025;1;355.1;355.1;132;8.0;high;1;0
714;9000715;21.06.2023;iOS;Санкт-Петербург;male;35;1;Аксессуары;Обувь;Дом;;0;0.0;0.0;999;8.0;mid;1;1
715;9000716;27.10.2025;iOS;Урал;female;46;1;Красота;Дом;Дом;;0;0.0;0.0;999;8.0;unknown;1;0
716;9000717;27.09.2023;Android;Центр;female;25;1;Детские товары;Красота;Дом;26.12.2025;3;4231.38;1410.46;125;8.0;high;1;0
717;9000718;28.03.2026;Web;Москва и МО;female;32;1;Одежда;Дом;Канцелярия;;0;0.0;0.0;999;7.4;low;0;1
718;9000719;12.03.2025;Android;Сибирь;male;29;1;Электроника;Канцелярия;Обувь;;0;0.0;0.0;999;8.0;low;1;0
719;9000720;30.11.2024;Android;Центр;female;16;0;Одежда;Электроника;Дом;13.07.2025;1;249.81;249.81;291;8.1;unknown;0;0
720;9000721;11.11.2024;Android;Москва и МО;male;24;0;Дом;Товары для животных;Электроника;25.09.2025;2;1482.02;741.01;217;7.4;mid;1;0
721;9000722;11.02.2024;Android;Урал;male;46;1;Обувь;Красота;Товары для животных;;0;0.0;0.0;999;7.2;high;1;0
722;9000723;10.03.2024;iOS;Центр;male;41;0;Детские товары;Красота;Канцелярия;16.01.2026;2;1323.92;661.96;104;8.1;high;1;0
723;9000724;03.02.2024;Web;Центр;male;50;1;Дом;Товары для животных;Одежда;11.04.2026;2;1476.22;738.11;19;7.3;mid;1;0
724;9000725;31.12.2022;Android;Санкт-Петербург;male;54;1;Электроника;Канцелярия;Красота;03.11.2025;2;2959.1;1479.55;178;8.1;high;1;0
725;9000726;09.04.2023;Web;Москва и МО;male;32;1;Детские товары;Спорт;Красота;15.02.2026;3;7124.7;2374.9;74;7.4;high;1;0
726;9000727;20.02.2025;Android;Поволжье;female;37;1;Красота;Одежда;Одежда;;0;0.0;0.0;999;8.1;mid;0;0
727;9000728;06.01.2025;iOS;Москва и МО;male;35;1;Красота;Товары для животных;Канцелярия;;0;0.0;0.0;999;7.4;mid;1;0
728;9000729;20.07.2024;Web;Юг;female;49;1;Товары для животных;Электроника;Электроника;;0;0.0;0.0;999;7.4;mid;1;0
729;9000730;03.08.2024;Android;Центр;male;27;1;Аксессуары;Красота;Спорт;23.08.2024;1;3475.94;3475.94;615;7.4;mid;1;0
730;9000731;15.06.2025;Android;Центр;unknown;35;1;Одежда;Обувь;Электроника;06.12.2025;1;896.04;896.04;145;7.2;mid;1;0
731;9000732;15.04.2025;Android;Москва и МО;male;36;0;Дом;Красота;Аксессуары;19.06.2025;1;4470.51;4470.51;315;8.0;unknown;1;0
732;9000733;19.10.2023;Android;Центр;male;49;1;Обувь;Одежда;Одежда;;0;0.0;0.0;999;8.1;low;0;0
733;9000734;28.04.2025;Android;Сибирь;male;46;1;Красота;Электроника;Спорт;27.04.2026;4;20541.29;5135.3225;3;8.0;mid;1;0
734;9000735;29.04.2023;Android;Юг;unknown;42;1;Дом;Детские товары;Одежда;;0;0.0;0.0;999;7.4;high;1;0
735;9000736;07.01.2025;Android;Поволжье;female;40;1;Канцелярия;Спорт;Дом;16.12.2025;4;12735.49;3183.8725;135;7.3;mid;1;1
736;9000737;17.05.2025;Android;Санкт-Петербург;female;20;0;Аксессуары;Канцелярия;Одежда;27.12.2025;1;2958.4;2958.4;124;7.4;mid;0;0
737;9000738;01.03.2024;iOS;Сибирь;female;48;1;Красота;Электроника;Красота;05.09.2025;1;659.54;659.54;237;8.0;low;0;1
738;9000739;06.10.2024;Web;Юг;male;22;1;Канцелярия;Обувь;Электроника;23.02.2026;1;93.83;93.83;66;8.1;high;1;0
739;9000740;29.07.2025;iOS;Центр;female;43;1;Спорт;Обувь;Дом;18.12.2025;2;3300.84;1650.42;133;7.4;high;0;1
740;9000741;30.10.2023;iOS;Москва и МО;male;37;0;Одежда;Электроника;Аксессуары;24.01.2026;2;6030.91;3015.455;96;7.2;mid;0;0
741;9000742;25.07.2024;Android;Урал;male;25;0;Дом;Детские товары;Красота;16.10.2025;2;3591.6;1795.8;196;7.4;mid;1;0
742;9000743;08.07.2023;Android;Поволжье;female;44;1;Одежда;Одежда;Товары для животных;;0;0.0;0.0;999;7.4;high;0;1
743;9000744;22.02.2025;Android;Дальний Восток;male;32;1;Одежда;Дом;Дом;05.04.2026;2;2547.0;1273.5;25;8.0;high;1;0
744;9000745;30.11.2025;iOS;Москва и МО;unknown;34;1;Одежда;Спорт;Одежда;;0;0.0;0.0;999;7.4;unknown;0;0
745;9000746;19.10.2022;iOS;Центр;female;26;1;Электроника;Дом;Электроника;;0;0.0;0.0;999;7.2;low;0;1
746;9000747;27.01.2026;Android;Москва и МО;unknown;34;1;Дом;Одежда;Одежда;18.03.2026;1;4617.36;4617.36;43;7.3;mid;0;0
747;9000748;16.12.2023;iOS;Урал;male;31;1;Красота;Спорт;Товары для животных;09.01.2026;2;592.8;296.4;111;8.1;unknown;1;0
748;9000749;20.05.2023;Android;Санкт-Петербург;male;24;1;Одежда;Красота;Электроника;02.06.2025;2;2385.92;1192.96;332;7.1;low;1;0
749;9000750;02.02.2023;iOS;Центр;female;18;1;Детские товары;Красота;Детские товары;24.12.2025;4;10324.25;2581.0625;127;7.3;mid;1;0
750;9000751;07.08.2024;Web;Москва и МО;male;36;1;Спорт;Красота;Дом;;0;0.0;0.0;999;7.4;mid;0;0
751;9000752;05.12.2022;iOS;Поволжье;male;26;1;Детские товары;Дом;Красота;22.09.2025;4;4670.3;1167.575;220;7.2;high;1;1
752;9000753;28.12.2022;Android;Поволжье;female;34;1;Детские товары;Электроника;Дом;;0;0.0;0.0;999;8.1;mid;1;1
753;9000754;26.08.2023;Android;Центр;female;42;1;Аксессуары;Дом;Одежда;11.04.2025;3;2425.6400000000003;808.5466666666667;384;7.3;high;1;1
754;9000755;23.09.2023;Android;Юг;male;37;0;Обувь;Спорт;Спорт;07.03.2026;2;7707.3;3853.65;54;8.0;high;1;0
