Column1;dt;sku_id;seller_id;category_main;price_today;discount_share;organic_impressions;organic_clicks;product_page_views;add_to_cart;organic_orders;organic_gmv;orders_total;gmv_total;margin_total;stock_units_end;stockout_flag;regional_availability_score;page_load_ms;search_result_position_avg;support_mentions_cnt
596;26.04.2025;5121227;102858;Дом;1733.52;0.068;50;3;18;1;1;1733.52;1;1733.52;384.18;67;0;0.742;974;36.0;0
597;27.04.2025;5121227;102858;Дом;1733.52;0.068;68;5;21;2;1;1733.52;1;1733.52;384.18;66;0;0.987;361;34.8;0
598;28.04.2025;5121227;102858;Дом;1733.52;0.068;72;7;24;1;0;0.0;0;0.0;0.0;66;0;0.9;761;34.8;0
599;29.04.2025;5121227;102858;Дом;1733.52;0.068;53;4;21;2;1;1733.52;1;1733.52;384.18;65;0;0.933;761;41.4;0
600;30.04.2025;5121227;102858;Дом;1733.52;0.068;31;1;10;1;0;0.0;0;0.0;0.0;65;0;0.844;851;48.6;0
601;01.05.2025;5121227;102858;Дом;1733.52;0.068;19;1;6;1;0;0.0;0;0.0;0.0;65;0;0.836;920;28.8;0
602;02.05.2025;5121227;102858;Дом;1733.52;0.068;35;1;11;1;0;0.0;0;0.0;0.0;65;0;0.958;388;72.2;0
603;03.05.2025;5121227;102858;Дом;1733.52;0.068;41;0;16;0;0;0.0;0;0.0;0.0;65;0;0.879;1146;31.6;0
604;04.05.2025;5121227;102858;Дом;1733.52;0.068;26;3;14;0;0;0.0;0;0.0;0.0;65;0;0.945;984;36.0;0
605;05.05.2025;5121227;102858;Дом;1733.52;0.068;24;1;9;2;0;0.0;0;0.0;0.0;65;0;0.844;867;45.7;0
606;06.05.2025;5121227;102858;Дом;1733.52;0.068;37;2;10;1;0;0.0;0;0.0;0.0;65;0;0.848;827;56.9;0
607;07.05.2025;5121227;102858;Дом;1733.52;0.068;47;5;17;4;1;1733.52;1;1733.52;384.18;64;0;0.912;1182;41.3;0
608;08.05.2025;5121227;102858;Дом;1733.52;0.068;33;2;11;2;0;0.0;0;0.0;0.0;64;0;0.871;618;60.0;0
609;09.05.2025;5121227;102858;Дом;1733.52;0.068;55;0;25;4;2;3467.04;2;3467.04;768.37;62;0;0.759;989;61.9;0
610;10.05.2025;5121227;102858;Дом;1733.52;0.068;35;3;16;1;0;0.0;0;0.0;0.0;62;0;0.73;310;23.2;0
611;11.05.2025;5121227;102858;Дом;1733.52;0.068;35;2;13;2;1;1733.52;1;1733.52;384.18;61;0;0.845;683;42.5;0
612;12.05.2025;5121227;102858;Дом;1733.52;0.068;62;4;23;4;1;1733.52;1;1733.52;384.18;60;0;0.768;662;26.7;0
613;13.05.2025;5121227;102858;Дом;1733.52;0.068;49;2;18;2;1;1733.52;1;1733.52;384.18;59;0;0.823;719;75.3;0
614;14.05.2025;5121227;102858;Дом;1733.52;0.068;33;2;15;3;1;1733.52;1;1733.52;384.18;58;0;0.824;614;48.3;0
615;15.05.2025;5121227;102858;Дом;1733.52;0.068;39;2;15;0;0;0.0;0;0.0;0.0;58;0;0.742;1134;29.4;0
616;16.05.2025;5121227;102858;Дом;1733.52;0.068;36;3;10;0;0;0.0;0;0.0;0.0;58;0;0.898;689;44.8;0
617;17.05.2025;5121227;102858;Дом;1733.52;0.068;39;1;9;2;1;1733.52;1;1733.52;384.18;57;0;0.972;810;1.6;0
618;18.05.2025;5121227;102858;Дом;1733.52;0.068;39;2;13;0;0;0.0;0;0.0;0.0;57;0;0.905;877;27.3;0
619;19.05.2025;5121227;102858;Дом;1733.52;0.068;31;2;9;0;0;0.0;0;0.0;0.0;57;0;0.783;1240;41.1;0
620;20.05.2025;5121227;102858;Дом;1733.52;0.068;71;7;29;2;0;0.0;0;0.0;0.0;57;0;0.904;1012;8.8;0
621;21.05.2025;5121227;102858;Дом;1733.52;0.068;35;3;14;2;0;0.0;0;0.0;0.0;57;0;0.754;778;41.8;0
622;22.05.2025;5121227;102858;Дом;1733.52;0.068;55;3;23;4;1;1733.52;1;1733.52;384.18;56;0;0.859;750;41.6;0
623;23.05.2025;5121227;102858;Дом;1733.52;0.068;37;0;15;0;0;0.0;0;0.0;0.0;56;0;0.848;1020;26.3;0
624;24.05.2025;5121227;102858;Дом;1733.52;0.068;72;1;24;2;0;0.0;0;0.0;0.0;56;0;0.968;911;13.2;0
625;25.05.2025;5121227;102858;Дом;1733.52;0.068;28;0;12;2;0;0.0;0;0.0;0.0;56;0;0.977;672;37.6;0
626;26.05.2025;5121227;102858;Дом;1733.52;0.068;45;0;10;1;0;0.0;0;0.0;0.0;56;0;0.833;889;41.5;0
627;27.05.2025;5121227;102858;Дом;1733.52;0.068;44;1;17;1;0;0.0;0;0.0;0.0;56;0;0.892;995;50.4;0
628;28.05.2025;5121227;102858;Дом;1733.52;0.068;31;0;16;1;0;0.0;0;0.0;0.0;56;0;0.821;1031;54.8;0
629;29.05.2025;5121227;102858;Дом;1733.52;0.068;25;2;14;2;0;0.0;0;0.0;0.0;56;0;0.827;500;1.0;0
630;30.05.2025;5121227;102858;Дом;1733.52;0.068;37;2;15;1;1;1733.52;1;1733.52;384.18;55;0;0.9;756;27.9;0
631;31.05.2025;5121227;102858;Дом;1733.52;0.068;47;4;19;0;0;0.0;0;0.0;0.0;55;0;0.743;749;29.9;0
632;01.06.2025;5121227;102858;Дом;1733.52;0.068;29;1;8;0;0;0.0;0;0.0;0.0;55;0;0.819;752;55.9;0
633;02.06.2025;5121227;102858;Дом;1733.52;0.068;29;0;11;3;0;0.0;0;0.0;0.0;55;0;0.887;665;16.9;0
634;03.06.2025;5121227;102858;Дом;1733.52;0.068;25;0;7;1;0;0.0;0;0.0;0.0;55;0;0.899;1200;1.0;0
635;04.06.2025;5121227;102858;Дом;1733.52;0.068;30;3;10;1;1;1733.52;1;1733.52;384.18;54;0;0.856;666;71.0;0
636;05.06.2025;5121227;102858;Дом;1733.52;0.068;38;2;15;1;1;1733.52;1;1733.52;384.18;53;0;0.885;884;39.2;0
637;06.06.2025;5121227;102858;Дом;1733.52;0.068;37;0;8;0;0;0.0;0;0.0;0.0;53;0;0.8;800;45.0;0
638;07.06.2025;5121227;102858;Дом;1733.52;0.068;26;1;10;3;2;3467.04;2;3467.04;768.37;51;0;0.875;865;77.1;0
639;08.06.2025;5121227;102858;Дом;1733.52;0.068;62;2;24;2;2;3467.04;2;3467.04;768.37;49;0;0.884;1275;42.2;1
640;09.06.2025;5121227;102858;Дом;1733.52;0.068;30;2;10;0;0;0.0;0;0.0;0.0;49;0;0.789;1187;42.2;0
641;10.06.2025;5121227;102858;Дом;1733.52;0.068;17;3;5;0;0;0.0;0;0.0;0.0;49;0;0.882;1159;50.8;0
642;11.06.2025;5121227;102858;Дом;1733.52;0.068;26;1;5;0;0;0.0;0;0.0;0.0;49;0;0.818;869;55.7;0
643;12.06.2025;5121227;102858;Дом;1733.52;0.068;30;2;7;2;2;3467.04;2;3467.04;768.37;47;0;0.81;782;4.8;0
644;13.06.2025;5121227;102858;Дом;1733.52;0.068;25;1;8;1;1;1733.52;1;1733.52;384.18;46;0;0.859;847;55.5;0
645;14.06.2025;5121227;102858;Дом;1733.52;0.068;35;3;15;2;2;3467.04;2;3467.04;768.37;44;0;0.963;1008;1.0;0
646;15.06.2025;5121227;102858;Дом;1733.52;0.068;30;2;8;2;2;3467.04;2;3467.04;768.37;42;0;0.864;520;6.0;0
647;16.06.2025;5121227;102858;Дом;1733.52;0.068;24;2;7;0;0;0.0;0;0.0;0.0;42;0;0.865;702;36.3;0
648;17.06.2025;5121227;102858;Дом;1733.52;0.068;34;4;11;2;1;1733.52;1;1733.52;384.18;41;0;0.816;612;39.4;0
649;18.06.2025;5121227;102858;Дом;1733.52;0.068;24;0;8;2;1;1733.52;1;1733.52;384.18;40;0;0.759;1086;33.7;0
650;19.06.2025;5121227;102858;Дом;1733.52;0.068;24;2;7;2;1;1733.52;1;1733.52;384.18;39;0;0.883;966;57.2;0
651;20.06.2025;5121227;102858;Дом;1733.52;0.068;46;3;17;3;1;1733.52;1;1733.52;384.18;38;0;0.944;901;24.7;0
652;21.06.2025;5121227;102858;Дом;1733.52;0.068;11;0;2;0;0;0.0;0;0.0;0.0;38;0;0.771;463;39.7;0
653;22.06.2025;5121227;102858;Дом;1733.52;0.068;39;0;14;2;1;1733.52;1;1733.52;384.18;37;0;0.78;872;50.9;0
654;23.06.2025;5121227;102858;Дом;1733.52;0.068;19;2;5;0;0;0.0;0;0.0;0.0;37;0;0.936;644;38.8;0
655;24.06.2025;5121227;102858;Дом;1733.52;0.068;22;1;8;1;0;0.0;0;0.0;0.0;37;0;0.864;1023;54.5;0
656;25.06.2025;5121227;102858;Дом;1733.52;0.068;12;1;8;3;2;3467.04;2;3467.04;768.37;35;0;0.657;677;32.3;1
657;26.06.2025;5121227;102858;Дом;1733.52;0.068;18;1;7;0;0;0.0;0;0.0;0.0;35;0;0.743;1097;43.6;0
658;27.06.2025;5121227;102858;Дом;1733.52;0.068;25;2;11;1;0;0.0;0;0.0;0.0;35;0;0.732;557;52.7;0
659;28.06.2025;5121227;102858;Дом;1733.52;0.068;21;1;9;1;0;0.0;0;0.0;0.0;35;0;0.805;751;17.6;0
660;29.06.2025;5121227;102858;Дом;1733.52;0.068;28;2;14;2;1;1733.52;1;1733.52;384.18;34;0;0.686;883;10.7;0
661;30.06.2025;5121227;102858;Дом;1733.52;0.068;13;0;6;0;0;0.0;0;0.0;0.0;34;0;0.794;596;41.3;0
662;01.07.2025;5121227;102858;Дом;1733.52;0.068;26;0;8;1;0;0.0;0;0.0;0.0;34;0;0.845;462;33.2;0
663;02.07.2025;5121227;102858;Дом;1733.52;0.068;7;1;2;1;0;0.0;0;0.0;0.0;34;0;0.762;919;51.6;0
664;03.07.2025;5121227;102858;Дом;1733.52;0.068;18;1;8;0;0;0.0;0;0.0;0.0;34;0;0.635;889;43.9;0
665;04.07.2025;5121227;102858;Дом;1733.52;0.068;30;2;10;4;4;6934.08;4;6934.08;1536.73;30;0;0.75;512;40.9;0
666;05.07.2025;5121227;102858;Дом;1733.52;0.068;30;1;14;1;0;0.0;0;0.0;0.0;30;0;0.705;761;68.2;0
667;06.07.2025;5121227;102858;Дом;1733.52;0.068;17;1;4;2;2;3467.04;2;3467.04;768.37;28;0;0.74;779;18.6;0
668;07.07.2025;5121227;102858;Дом;1733.52;0.068;19;0;8;2;0;0.0;0;0.0;0.0;28;0;0.729;1327;21.1;0
669;08.07.2025;5121227;102858;Дом;1733.52;0.068;17;1;4;0;0;0.0;0;0.0;0.0;28;0;0.68;906;65.4;0
670;09.07.2025;5121227;102858;Дом;1733.52;0.068;17;0;2;0;0;0.0;0;0.0;0.0;28;0;0.65;457;43.7;0
671;10.07.2025;5121227;102858;Дом;1733.52;0.068;19;0;6;0;0;0.0;0;0.0;0.0;28;0;0.631;694;24.1;0
672;11.07.2025;5121227;102858;Дом;1733.52;0.068;15;2;6;0;0;0.0;0;0.0;0.0;28;0;0.735;601;38.0;0
673;12.07.2025;5121227;102858;Дом;1733.52;0.068;27;2;11;1;1;1733.52;1;1733.52;384.18;27;0;0.757;1301;1.0;0
674;13.07.2025;5121227;102858;Дом;1733.52;0.068;27;2;10;1;0;0.0;0;0.0;0.0;27;0;0.768;1089;22.6;0
675;14.07.2025;5121227;102858;Дом;1733.52;0.068;14;0;5;1;0;0.0;0;0.0;0.0;27;0;0.646;932;47.4;0
676;15.07.2025;5121227;102858;Дом;1733.52;0.068;26;1;7;1;0;0.0;0;0.0;0.0;27;0;0.706;953;1.0;0
677;16.07.2025;5121227;102858;Дом;1733.52;0.068;28;1;10;1;1;1733.52;1;1733.52;384.18;26;0;0.664;901;20.5;0
678;17.07.2025;5121227;102858;Дом;1733.52;0.068;17;1;4;1;1;1733.52;1;1733.52;384.18;25;0;0.731;276;29.8;0
679;18.07.2025;5121227;102858;Дом;1733.52;0.068;15;0;5;0;0;0.0;0;0.0;0.0;25;0;0.693;1093;30.5;0
680;19.07.2025;5121227;102858;Дом;1733.52;0.068;21;0;8;2;2;3467.04;2;3467.04;768.37;23;0;0.642;1070;34.9;0
681;20.07.2025;5121227;102858;Дом;1733.52;0.068;12;1;4;2;1;1733.52;1;1733.52;384.18;22;0;0.561;510;47.7;0
682;21.07.2025;5121227;102858;Дом;1733.52;0.068;38;4;13;3;2;3467.04;2;3467.04;768.37;20;0;0.726;376;8.1;0
683;22.07.2025;5121227;102858;Дом;1733.52;0.068;15;0;4;1;1;1733.52;1;1733.52;384.18;19;0;0.705;1350;6.5;0
684;23.07.2025;5121227;102858;Дом;1733.52;0.068;21;2;7;0;0;0.0;0;0.0;0.0;19;0;0.481;1168;33.1;0
685;24.07.2025;5121227;102858;Дом;1733.52;0.068;13;1;3;1;1;1733.52;1;1733.52;384.18;18;0;0.725;492;25.3;0
686;25.07.2025;5121227;102858;Дом;1733.52;0.068;18;3;6;1;0;0.0;0;0.0;0.0;270;0;0.716;1089;48.2;0
687;26.07.2025;5121227;102858;Дом;1733.52;0.068;22;2;8;0;0;0.0;0;0.0;0.0;270;0;0.742;1044;48.9;0
688;27.07.2025;5121227;102858;Дом;1733.52;0.068;25;2;8;2;0;0.0;0;0.0;0.0;270;0;0.583;681;68.6;0
689;28.07.2025;5121227;102858;Дом;1733.52;0.068;15;0;4;0;0;0.0;0;0.0;0.0;270;0;0.732;690;27.4;0
690;29.07.2025;5121227;102858;Дом;1733.52;0.068;21;1;7;0;0;0.0;0;0.0;0.0;270;0;0.612;390;58.1;1
691;30.07.2025;5121227;102858;Дом;1733.52;0.068;20;1;8;0;0;0.0;0;0.0;0.0;270;0;0.657;837;63.5;0
692;31.07.2025;5121227;102858;Дом;1733.52;0.068;17;0;4;0;0;0.0;0;0.0;0.0;270;0;0.701;997;28.3;0
693;01.08.2025;5121227;102858;Дом;1733.52;0.068;30;3;16;0;0;0.0;0;0.0;0.0;270;0;0.718;535;23.1;0
694;02.08.2025;5121227;102858;Дом;1733.52;0.068;23;2;10;0;0;0.0;0;0.0;0.0;270;0;0.519;922;34.5;0
695;03.08.2025;5121227;102858;Дом;1733.52;0.068;18;0;6;0;0;0.0;0;0.0;0.0;270;0;0.61;1071;99.5;1
696;04.08.2025;5121227;102858;Дом;1733.52;0.068;12;1;1;1;0;0.0;0;0.0;0.0;270;0;0.582;554;37.9;0
697;05.08.2025;5121227;102858;Дом;1733.52;0.068;14;0;5;0;0;0.0;0;0.0;0.0;270;0;0.768;1010;28.1;0
698;06.08.2025;5121227;102858;Дом;1733.52;0.068;19;3;7;3;0;0.0;0;0.0;0.0;270;0;0.713;1259;38.6;0
699;07.08.2025;5121227;102858;Дом;1733.52;0.068;17;0;8;0;0;0.0;0;0.0;0.0;270;0;0.722;842;30.1;0
700;08.08.2025;5121227;102858;Дом;1733.52;0.068;9;1;3;0;0;0.0;0;0.0;0.0;270;0;0.588;626;28.0;0
701;09.08.2025;5121227;102858;Дом;1733.52;0.068;9;0;3;0;0;0.0;0;0.0;0.0;270;0;0.613;1248;24.6;0
702;10.08.2025;5121227;102858;Дом;1733.52;0.068;19;0;8;1;0;0.0;0;0.0;0.0;270;0;0.527;505;31.9;0
703;11.08.2025;5121227;102858;Дом;1733.52;0.068;14;2;9;2;1;1733.52;1;1733.52;384.18;269;0;0.705;1128;48.5;0
704;12.08.2025;5121227;102858;Дом;1733.52;0.068;7;1;3;0;0;0.0;0;0.0;0.0;269;0;0.641;781;50.8;0
705;13.08.2025;5121227;102858;Дом;1733.52;0.068;11;1;5;2;2;3467.04;2;3467.04;768.37;267;0;0.509;1072;94.4;0
706;14.08.2025;5121227;102858;Дом;1733.52;0.068;16;1;6;0;0;0.0;0;0.0;0.0;267;0;0.506;1159;18.1;0
707;15.08.2025;5121227;102858;Дом;1733.52;0.068;9;1;3;0;0;0.0;0;0.0;0.0;267;0;0.619;940;32.7;0
708;16.08.2025;5121227;102858;Дом;1733.52;0.068;17;2;9;0;0;0.0;0;0.0;0.0;267;0;0.508;1147;31.4;0
709;17.08.2025;5121227;102858;Дом;1733.52;0.068;14;0;3;0;0;0.0;0;0.0;0.0;267;0;0.505;814;52.9;0
710;18.08.2025;5121227;102858;Дом;1733.52;0.068;14;0;4;0;0;0.0;0;0.0;0.0;267;0;0.478;894;17.2;0
711;19.08.2025;5121227;102858;Дом;1733.52;0.068;14;0;5;0;0;0.0;0;0.0;0.0;267;0;0.603;900;31.1;0
712;20.08.2025;5121227;102858;Дом;1733.52;0.068;17;2;6;0;0;0.0;0;0.0;0.0;267;0;0.555;1300;37.7;0
713;21.08.2025;5121227;102858;Дом;1733.52;0.068;22;1;8;0;0;0.0;0;0.0;0.0;267;0;0.6;581;45.8;0
714;22.08.2025;5121227;102858;Дом;1733.52;0.068;13;1;7;1;1;1733.52;1;1733.52;384.18;266;0;0.545;888;41.7;0
715;23.08.2025;5121227;102858;Дом;1733.52;0.068;24;1;6;2;1;1733.52;1;1733.52;384.18;265;0;0.719;1250;57.9;0
716;24.08.2025;5121227;102858;Дом;1733.52;0.068;14;1;3;0;0;0.0;0;0.0;0.0;265;0;0.565;880;25.8;0
717;25.08.2025;5121227;102858;Дом;1733.52;0.068;17;0;5;0;0;0.0;0;0.0;0.0;265;0;0.54;773;20.3;0
718;26.08.2025;5121227;102858;Дом;1733.52;0.068;9;2;2;1;0;0.0;0;0.0;0.0;265;0;0.473;459;18.8;0
719;27.08.2025;5121227;102858;Дом;1733.52;0.068;8;0;2;0;0;0.0;0;0.0;0.0;265;0;0.687;1061;55.2;0
720;28.08.2025;5121227;102858;Дом;1733.52;0.068;12;2;2;0;0;0.0;0;0.0;0.0;265;0;0.49;660;50.9;0
721;29.08.2025;5121227;102858;Дом;1733.52;0.068;15;1;3;0;0;0.0;0;0.0;0.0;265;0;0.573;922;14.4;0
722;30.08.2025;5121227;102858;Дом;1733.52;0.068;8;0;1;0;0;0.0;0;0.0;0.0;265;0;0.519;446;25.1;0
723;31.08.2025;5121227;102858;Дом;1733.52;0.068;11;1;2;0;0;0.0;0;0.0;0.0;265;0;0.439;393;35.8;0
724;01.09.2025;5121227;102858;Дом;1733.52;0.068;7;1;3;0;0;0.0;0;0.0;0.0;265;0;0.565;783;42.6;0
725;02.09.2025;5121227;102858;Дом;1733.52;0.068;6;0;2;0;0;0.0;0;0.0;0.0;265;0;0.531;1312;47.9;0
726;03.09.2025;5121227;102858;Дом;1733.52;0.068;16;1;4;0;0;0.0;0;0.0;0.0;265;0;0.392;777;28.7;0
727;04.09.2025;5121227;102858;Дом;1733.52;0.068;11;1;7;2;1;1733.52;1;1733.52;384.18;264;0;0.582;529;33.9;0
728;05.09.2025;5121227;102858;Дом;1733.52;0.068;9;1;1;0;0;0.0;0;0.0;0.0;264;0;0.479;357;55.0;0
729;06.09.2025;5121227;102858;Дом;1733.52;0.068;12;0;8;2;0;0.0;0;0.0;0.0;264;0;0.45;869;58.7;0
730;07.09.2025;5121227;102858;Дом;1733.52;0.068;12;0;4;0;0;0.0;0;0.0;0.0;264;0;0.488;934;57.8;0
731;08.09.2025;5121227;102858;Дом;1733.52;0.068;7;0;2;0;0;0.0;0;0.0;0.0;264;0;0.526;893;39.7;0
732;09.09.2025;5121227;102858;Дом;1733.52;0.068;9;5;5;0;0;0.0;0;0.0;0.0;264;0;0.445;1082;10.2;0
733;10.09.2025;5121227;102858;Дом;1733.52;0.068;5;0;4;0;0;0.0;0;0.0;0.0;264;0;0.39;1177;2.2;0
734;11.09.2025;5121227;102858;Дом;1733.52;0.068;11;0;3;0;0;0.0;0;0.0;0.0;264;0;0.419;1169;34.7;0
735;12.09.2025;5121227;102858;Дом;1733.52;0.068;17;1;6;1;0;0.0;0;0.0;0.0;264;0;0.377;892;24.6;0
736;13.09.2025;5121227;102858;Дом;1733.52;0.068;19;1;5;1;0;0.0;0;0.0;0.0;264;0;0.563;1040;31.1;0
737;14.09.2025;5121227;102858;Дом;1733.52;0.068;7;0;4;0;0;0.0;0;0.0;0.0;264;0;0.625;867;35.3;0
738;15.09.2025;5121227;102858;Дом;1733.52;0.068;9;2;5;0;0;0.0;0;0.0;0.0;264;0;0.307;906;47.1;0
739;16.09.2025;5121227;102858;Дом;1733.52;0.068;11;0;2;0;0;0.0;0;0.0;0.0;264;0;0.514;891;1.0;0
740;17.09.2025;5121227;102858;Дом;1733.52;0.068;9;1;3;0;0;0.0;0;0.0;0.0;264;0;0.401;1031;24.4;0
741;18.09.2025;5121227;102858;Дом;1733.52;0.068;6;0;1;0;0;0.0;0;0.0;0.0;264;0;0.395;637;53.2;0
742;19.09.2025;5121227;102858;Дом;1733.52;0.068;10;1;4;0;0;0.0;0;0.0;0.0;264;0;0.497;805;35.5;0
743;20.09.2025;5121227;102858;Дом;1733.52;0.068;8;0;0;0;0;0.0;0;0.0;0.0;264;0;0.503;810;68.0;0
744;21.09.2025;5121227;102858;Дом;1733.52;0.068;7;0;2;0;0;0.0;0;0.0;0.0;264;0;0.359;1012;24.1;0
745;22.09.2025;5121227;102858;Дом;1733.52;0.068;3;0;0;0;0;0.0;0;0.0;0.0;264;0;0.391;755;42.1;0
746;23.09.2025;5121227;102858;Дом;1733.52;0.068;4;0;1;0;0;0.0;0;0.0;0.0;264;0;0.46;970;38.2;0
747;24.09.2025;5121227;102858;Дом;1733.52;0.068;3;0;1;0;0;0.0;0;0.0;0.0;264;0;0.35;734;66.6;0
748;25.09.2025;5121227;102858;Дом;1733.52;0.068;4;0;2;0;0;0.0;0;0.0;0.0;264;0;0.424;825;43.8;0
749;26.09.2025;5121227;102858;Дом;1733.52;0.068;3;0;1;1;0;0.0;0;0.0;0.0;264;0;0.324;1152;47.1;0
750;27.09.2025;5121227;102858;Дом;1733.52;0.068;10;0;2;0;0;0.0;0;0.0;0.0;264;0;0.407;1019;19.8;0
751;28.09.2025;5121227;102858;Дом;1733.52;0.068;6;0;2;0;0;0.0;0;0.0;0.0;264;0;0.418;699;3.6;0
752;29.09.2025;5121227;102858;Дом;1733.52;0.068;4;0;0;0;0;0.0;0;0.0;0.0;264;0;0.491;709;54.6;0
753;30.09.2025;5121227;102858;Дом;1733.52;0.068;7;2;4;1;1;1733.52;1;1733.52;384.18;263;0;0.366;746;65.4;0
754;01.10.2025;5121227;102858;Дом;1733.52;0.068;8;3;3;1;0;0.0;0;0.0;0.0;263;0;0.458;1313;71.3;0
755;02.10.2025;5121227;102858;Дом;1733.52;0.068;8;0;2;0;0;0.0;0;0.0;0.0;263;0;0.309;859;49.1;0
756;03.10.2025;5121227;102858;Дом;1733.52;0.068;3;0;0;0;0;0.0;0;0.0;0.0;263;0;0.459;662;77.3;0
757;04.10.2025;5121227;102858;Дом;1733.52;0.068;11;0;6;0;0;0.0;0;0.0;0.0;263;0;0.298;244;18.4;0
758;05.10.2025;5121227;102858;Дом;1733.52;0.068;8;0;3;0;0;0.0;0;0.0;0.0;263;0;0.347;1019;1.6;0
759;06.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;0;0;0;0.0;0;0.0;0.0;263;0;0.193;876;62.1;1
760;07.10.2025;5121227;102858;Дом;1733.52;0.068;3;0;1;0;0;0.0;0;0.0;0.0;263;0;0.375;568;46.0;1
761;08.10.2025;5121227;102858;Дом;1733.52;0.068;9;0;6;1;1;1733.52;1;1733.52;384.18;262;0;0.368;961;37.2;0
762;09.10.2025;5121227;102858;Дом;1733.52;0.068;3;0;1;0;0;0.0;0;0.0;0.0;262;0;0.315;1316;62.6;0
763;10.10.2025;5121227;102858;Дом;1733.52;0.068;4;0;0;0;0;0.0;0;0.0;0.0;262;0;0.423;823;24.6;0
764;11.10.2025;5121227;102858;Дом;1733.52;0.068;2;1;1;0;0;0.0;0;0.0;0.0;262;0;0.188;818;20.6;0
765;12.10.2025;5121227;102858;Дом;1733.52;0.068;4;0;3;1;0;0.0;0;0.0;0.0;262;0;0.379;371;15.2;0
766;13.10.2025;5121227;102858;Дом;1733.52;0.068;8;0;3;1;1;1733.52;1;1733.52;384.18;261;0;0.38;781;28.7;0
767;14.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;1;0;0;0.0;0;0.0;0.0;261;0;0.407;541;67.3;0
768;15.10.2025;5121227;102858;Дом;1733.52;0.068;5;0;1;0;0;0.0;0;0.0;0.0;261;0;0.303;1330;40.7;0
769;16.10.2025;5121227;102858;Дом;1733.52;0.068;6;1;2;1;1;1733.52;1;1733.52;384.18;260;0;0.338;687;66.3;0
770;17.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;1;0;0;0.0;0;0.0;0.0;260;0;0.369;902;52.0;0
771;18.10.2025;5121227;102858;Дом;1733.52;0.068;4;1;4;0;0;0.0;0;0.0;0.0;260;0;0.315;999;32.5;0
772;19.10.2025;5121227;102858;Дом;1733.52;0.068;2;0;1;1;0;0.0;0;0.0;0.0;260;0;0.262;986;36.3;0
773;20.10.2025;5121227;102858;Дом;1733.52;0.068;4;2;2;1;0;0.0;0;0.0;0.0;260;0;0.393;1016;18.0;0
774;21.10.2025;5121227;102858;Дом;1733.52;0.068;8;0;1;0;0;0.0;0;0.0;0.0;260;0;0.378;1044;36.0;0
775;22.10.2025;5121227;102858;Дом;1733.52;0.068;2;0;0;0;0;0.0;0;0.0;0.0;260;0;0.229;751;51.3;0
776;23.10.2025;5121227;102858;Дом;1733.52;0.068;3;0;0;0;0;0.0;0;0.0;0.0;260;0;0.238;1335;39.5;1
777;24.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;1;0;0;0.0;0;0.0;0.0;260;0;0.348;555;39.8;0
778;25.10.2025;5121227;102858;Дом;1733.52;0.068;0;0;0;0;0;0.0;0;0.0;0.0;260;0;0.308;649;26.1;0
779;26.10.2025;5121227;102858;Дом;1733.52;0.068;0;0;0;0;0;0.0;0;0.0;0.0;260;0;0.417;824;62.3;0
780;27.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;1;0;0;0.0;0;0.0;0.0;260;0;0.332;852;34.7;0
781;28.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;0;0;0;0.0;0;0.0;0.0;260;0;0.352;1039;43.2;0
782;29.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;0;0;0;0.0;0;0.0;0.0;260;0;0.338;926;60.0;0
783;30.10.2025;5121227;102858;Дом;1733.52;0.068;0;0;0;0;0;0.0;0;0.0;0.0;260;0;0.27;1114;51.4;0
784;31.10.2025;5121227;102858;Дом;1733.52;0.068;1;0;1;0;0;0.0;0;0.0;0.0;260;0;0.272;872;24.5;0
785;01.11.2025;5121227;102858;Дом;1733.52;0.068;1;0;1;0;0;0.0;0;0.0;0.0;260;0;0.33;896;56.2;0
786;02.11.2025;5121227;102858;Дом;1733.52;0.068;1;0;0;0;0;0.0;0;0.0;0.0;260;0;0.244;645;52.6;0
787;03.11.2025;5121227;102858;Дом;1733.52;0.068;1;0;1;0;0;0.0;0;0.0;0.0;260;0;0.252;877;13.4;0
788;04.11.2025;5121227;102858;Дом;1733.52;0.068;2;0;1;0;0;0.0;0;0.0;0.0;260;0;0.289;1141;48.2;0
789;05.11.2025;5121227;102858;Дом;1733.52;0.068;3;0;1;0;0;0.0;0;0.0;0.0;260;0;0.282;1204;34.9;0
790;06.11.2025;5121227;102858;Дом;1733.52;0.068;1;0;0;0;0;0.0;0;0.0;0.0;260;0;0.399;745;33.9;0
791;07.11.2025;5121227;102858;Дом;1733.52;0.068;2;0;1;0;0;0.0;0;0.0;0.0;260;0;0.228;1157;44.1;0
792;08.11.2025;5121227;102858;Дом;1733.52;0.068;6;0;4;0;0;0.0;0;0.0;0.0;260;0;0.251;1269;80.6;0
793;09.11.2025;5121227;102858;Дом;1733.52;0.068;2;0;1;0;0;0.0;0;0.0;0.0;260;0;0.292;392;22.5;0
